path,speaker_id,language_id,split,flag,filename
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013803/de/de_36213748.wav,id013803,de,dev,2,de_36213748.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013816/de/de_34776761.wav,id013816,de,dev,2,de_34776761.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013846/de/de_40680519.wav,id013846,de,dev,2,de_40680519.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014025/de/de_36250274.wav,id014025,de,dev,2,de_36250274.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34843518.wav,id014046,de,dev,2,de_34843518.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34848402.wav,id014046,de,dev,2,de_34848402.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34913279.wav,id014046,de,dev,2,de_34913279.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34915989.wav,id014046,de,dev,2,de_34915989.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34925871.wav,id014046,de,dev,2,de_34925871.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34925887.wav,id014046,de,dev,2,de_34925887.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014046/de/de_34928574.wav,id014046,de,dev,2,de_34928574.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014052/de/de_33515824.wav,id014052,de,dev,2,de_33515824.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014052/de/de_33515846.wav,id014052,de,dev,2,de_33515846.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014076/de/de_35968616.wav,id014076,de,dev,2,de_35968616.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014196/de/de_36416887.wav,id014196,de,dev,2,de_36416887.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014339/de/de_48722071.wav,id014339,de,dev,2,de_48722071.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014339/de/de_48722327.wav,id014339,de,dev,2,de_48722327.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014355/de/de_33658577.wav,id014355,de,dev,2,de_33658577.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014388/de/de_37247225.wav,id014388,de,dev,2,de_37247225.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014388/de/de_37284273.wav,id014388,de,dev,2,de_37284273.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014388/de/de_37680779.wav,id014388,de,dev,2,de_37680779.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014388/de/de_37680871.wav,id014388,de,dev,2,de_37680871.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30572574.wav,id014420,de,dev,2,de_30572574.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30572754.wav,id014420,de,dev,2,de_30572754.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30573168.wav,id014420,de,dev,2,de_30573168.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30573487.wav,id014420,de,dev,2,de_30573487.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30573725.wav,id014420,de,dev,2,de_30573725.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30573790.wav,id014420,de,dev,2,de_30573790.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014420/de/de_30573793.wav,id014420,de,dev,2,de_30573793.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id014463/de/de_35014148.wav,id014463,de,dev,2,de_35014148.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013710/en/en_38294285.wav,id013710,en,dev,2,en_38294285.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013716/en/en_41433166.wav,id013716,en,dev,2,en_41433166.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013727/en/en_42928694.wav,id013727,en,dev,2,en_42928694.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013744/en/en_37217519.wav,id013744,en,dev,2,en_37217519.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013778/en/en_37114824.wav,id013778,en,dev,2,en_37114824.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013789/en/en_48241488.wav,id013789,en,dev,2,en_48241488.wav
