path,speaker_id,language_id,split,flag,filename
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013803/de/de_36213748.wav,id013803,de,dev,2,de_36213748.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013816/de/de_34776761.wav,id013816,de,dev,2,de_34776761.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013710/en/en_38294285.wav,id013710,en,dev,2,en_38294285.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013716/en/en_41433166.wav,id013716,en,dev,2,en_41433166.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013695/fr/fr_35515989.wav,id013695,fr,dev,2,fr_35515989.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013695/fr/fr_35660094.wav,id013695,fr,dev,2,fr_35660094.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013757/nl/nl_38181874.wav,id013757,nl,dev,2,nl_38181874.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013757/nl/nl_38181877.wav,id013757,nl,dev,2,nl_38181877.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013751/ru/ru_40347392.wav,id013751,ru,dev,2,ru_40347392.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Dev/id013757/ru/ru_38251290.wav,id013757,ru,dev,2,ru_38251290.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010046/de/de_35711201.wav,id010046,de,train,1,de_35711201.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010049/de/de_35024274.wav,id010049,de,train,1,de_35024274.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010007/en/en_36229797.wav,id010007,en,train,1,en_36229797.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010033/en/en_37991389.wav,id010033,en,train,1,en_37991389.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010010/fr/fr_35223796.wav,id010010,fr,train,1,fr_35223796.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010040/fr/fr_36148110.wav,id010040,fr,train,1,fr_36148110.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010100/nl/nl_31452288.wav,id010100,nl,train,1,nl_31452288.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010286/nl/nl_34672597.wav,id010286,nl,train,1,nl_34672597.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010046/ru/ru_35845778.wav,id010046,ru,train,1,ru_35845778.wav
data/raw/TidyVoiceX_ASV/TidyVoiceX_Train/id010095/ru/ru_30172785.wav,id010095,ru,train,1,ru_30172785.wav
